adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/gW62UwQFopZYOFknSH3SQpuJbeN.jpg,"[10770, 80]",371345,de,Schandfleck - Der Usedom-Krimi,"A supermarket operator from Ahlbeck (Usedom) is found dead, naked, in the spa gardens of neighboring Swinemünde in Poland. Inspector Julia Thiel and her Polish colleague Marek Wozniak are investigating together. Only initially does everything look like a sexual offense. The woman wanted to meet one of her cashiers to offer her a new apartment in Poland in exchange for an old, run-down house on the German side. However, it is said that the inspection of the apartment never took place. A case that particularly challenges Julia Thiel.",0.864,/84ylkjCPX1hNUfPxRgmx2ybDqIA.jpg,2015-10-05,Schandfleck - Der Usedom-Krimi,False,6.2,5
False,/qgb42JbOQwf4t6uD3GD4RgOfRGn.jpg,"[80, 10770]",333039,de,Kommissar Dupin - Bretonisches Gold,A journalist bites off more than she can chew investigating a deadly secret.,1.672,/bGagGOdgOZEE22lF1A4AmsijxMp.jpg,2015-03-19,Inspector Dupin: Brittany's Gold,False,7.1,7
False,/pur6THv2H7qmXMu0Ft7bxft0jbg.jpg,"[99, 10770]",579152,es,"Las Hurdes, tierra con alma","A modern answer to Luis Buñuel's mythical documentary “Land Without Bread” (1933) about Las Hurdes, a historically impoverished region of the province of Cáceres, in Extremadura, Spain, and also a journey of discovery of the soul of this beautiful land and its inhabitants.",1.942,/p2PBUGf7yURzHh4aTWOerRdrioG.jpg,2015-09-17,"Las Hurdes, a Land with Soul",False,5.5,2
False,/xVRFCwZxuHDUAVqukd0awUbla8a.jpg,"[35, 10770]",344048,en,Birthday,Sky Arts’ adaptation of Joe Penhall’s 2012 Royal Court play Birthday sees Mangan reprise the role of Ed who endures a caesarian birth with his high-flying wife by his side.,1.392,/miYmDeO69UPcBTZebu4WwbEccx.jpg,2015-06-09,Birthday,False,6.7,6
False,,"[10770, 18]",381168,de,Besuch für Emma,"Berlin, the vibrant life. Only cashier Emma feels really lonely. There is nothing wrong with her, she just goes underground in the big city. Her desire to meet people has brought Emma to a strange idea: she lets go in the supermarket purses of customers and later presents herself as a hospitable finder, who invites you to pick up at the laid table. Unfortunately, the visit remains short. Only the shrewd homeless August who sees through her starts to get interested in Emma.",0.815,/h5WLoj8h6ZcO30MINwnMCORUMSL.jpg,2015-10-15,Besuch für Emma,False,6.0,5
False,/2QmHBdgr7D3NxHxiHtTOrbjth42.jpg,"[99, 10770, 36]",568822,fr,La fabuleuse histoire de l'Eau de Cologne,"The history of the eau of Cologne goes back to almost four centuries, a history formed by extraordinary myths, family feuds and treacherous acts of commercial plagiarism. Its gradual use is a reflection of the evolution of society and its morality, in relation to body and hygiene, a gesture of intimacy. First perfume of kings, then the most popular fragrance, within reach of all the pockets.",1.891,/3ERykOMX8v9LFW9DutYEANJ9OzE.jpg,2015-05-31,The Fabulous History of Eau de Cologne,False,4.0,1
False,/uOSPKAObUV4SoAwru7XSqCCfM26.jpg,"[10770, 35]",372286,de,"Mein Schwiegervater, der Stinkstiefel","The Thai Lamai had imagined “the beautiful piece of earth” differently when she arrived at Joe, her newlywed husband, in snowy Upper Bavaria. Instead of a warm reception, father-in-law Hans wants to chase her from the farm. It gets even worse: After a passionate night of love, Joe still has a smile on his face, but unfortunately he is dead - a heart attack. Now the young widow, who to everyone's surprise is the sole heir to the entire property, has to deal with the odd Hans, who has been given the right to live there for life in his last will.",1.887,/vabd8uUJZ9ZbdFxUhWpefsHBlbf.jpg,2015-12-11,Father-Out-Law,False,6.167,6
False,/2XlBaIgYsbIYIWNchRyGoBoehTg.jpg,"[10770, 18]",334001,de,Die Ungehorsame,"Alexander Keller is dead in the kitchen. Next to him is his wife Leonie, who called the police and confessed to the crime. Did she kill in cold blood, was it manslaughter or self-defense? Public defender Gottwald gets to the bottom of her client's story.",1.105,/bEx24bmQvquuDGK2xIQF7bYWIuO.jpg,2015-03-31,Die Ungehorsame,False,7.6,5
False,/tBWTSQfGR9lY75nBXpqhhIqBpON.jpg,"[10770, 18]",373189,fr,Neuf jours en hiver,,1.006,/cokmW5eZcc5mz9XLdoS2XMzDzaD.jpg,2015-12-11,Nine Days in Winter,False,5.8,10
False,,"[53, 10770, 80]",329461,de,Harter Brocken,"A landslide in the Harz releases a corpse. Commissioner Frank Koops leads the investigation. Vanessa Riemann, tourist guide and marksman from St. Andreasberg, sees a lot of money in the backpack of the two hikers and attacks. On her breakneck escape through the undergrowth she is shot and bleeding in the arms of her brother Marco. In her backpack this finds 1.4 million euros – the booty from a bank robbery.",0.944,/1yh89t5uF95LgR5s36fWJB2i8UG.jpg,2015-03-07,Harter Brocken,False,6.2,8
False,,"[99, 36, 10770]",339781,en,Touched by Auschwitz,"In Jerusalem and Chicago, London and Bavaria, Krakow and Tel Aviv live six people who survived the horror of the Nazi extermination camp at Auschwitz-Birkenau. This is their story, that of their families and friends; the story of their problems, their failures, their triumphs; how with their lives they honor every day the memory of those who perished.",1.044,/3elJCOMfXxqB1djHjqgbB375XcR.jpg,2015-04-23,Touched by Auschwitz,False,7.0,3
False,/77yEY3KbZlt3i9t2sgmY5Ub7uLE.jpg,"[10749, 10770]",586924,ja,黒崎くんの言いなりになんてならない SP,"Akahane Yu moves to a dormitory room after her father's transfer at work. She and Haruto aka ""Black Devil"" have the worst meeting. Since then, Haruto treats her like his slave. The only person who is kind to her is Takumi aka ""White Prince”.  Haruto orders Yu to go to her middle school reunion, but Yu, who doesn't want to remember her middle school days, refuses. At this time, Suzune appears. She is a childhood friend of both Haruto and Takumi. Due to her, the relationship between Yu, Haruto and Takumi changes.",1.859,/nC6ygRcm2lPZUDzAz07jbw3w13A.jpg,2015-12-23,The Black Devil and the White Prince Special,False,6.5,9
False,/5nhYlicpsMsNYwOQEj3jwwymYQ6.jpg,"[35, 10770]",348290,de,Die Eisläuferin,"Chaos in the Chancellery: Prime Minister Katharina Wendt loses her memory during a spontaneous trip with husband Helmuth and wakes up every morning since then with the knowledge of 1989. The therapy aims to activate her emotional center. No easy task with such a sober woman! Chancellery Minister Dieter Kahnitz must get her fit again until the end of the summer break, otherwise the euro will fail and then Europe will fail! But the minister would not mind being chancellor himself. Will the Chancellor succeed in remembering in time?",1.352,/xZ8yxd4uLhOAaBw8zLEYHqE67Tv.jpg,2015-07-10,Die Eisläuferin,False,5.3,5
False,/56gEwvSyQSjI6Gq6u1tD4unXsku.jpg,"[35, 18, 10770]",410503,en,Girlfriends Getaway 2,A bride and her three friends travel to Puerto Rico for her wedding when chaos ensues.,1.632,/t7RwGTXkUMhObp3LMAVP2MH3jcJ.jpg,2015-08-29,Girlfriends Getaway 2,False,6.8,6
False,/bj0Os2BiQN61sTOOHLxeiJMXjbx.jpg,"[10751, 16, 12, 35, 10770]",263515,fr,L'été de Boniface,"Love has packed up and left the castle. The queen has snuck back to her Kingdom of Skedaddle. But one person’s loss is a scoundrel’s gain: Bonifacio, a teller of tall tales, sees in the forlorn queen the perfect target for his hackneyed charms. As summer approaches, he changes himself into a sweet talker and sings her praises. Things would have worked out perfectly if only Princess Molly hadn’t arrived on the scene. While visiting her mother, she quickly discovers the hoax: the queen thinks she’s found a new husband in Bonifacio. But the swindling storyteller is really only interested in the kingdom’s legends.",1.041,/eK3Du55pWXbkf1exS2k2e8WhnR7.jpg,2011-10-12,Bonifacio in Summertime,False,7.3,3
False,/tLrRiHFJ4Cjmdl3HAHwxlGp40vp.jpg,"[53, 10770, 28, 80]",361556,de,Brandmal,"A series of ritual murders shakes Hamburg. First a songwriter is stabbed and scalped, then a scientist. Investigations by Kriminalhauptkommissar Jan Fabel lead into the left student scene of the 1980s. Both victims belonged to the environment of the terrorist Franz Mühlhaus, who was shot during a police operation. His followers could then start a new life. It quickly becomes clear: the key to the current murders lies in the case at the time.",0.881,/dU6wF7hTev0ldxm37SNnsKN1Xku.jpg,2015-09-19,Brandmal,False,5.4,6
False,/nxCeIn9ONZq7qcTzgOyHWsPgnoQ.jpg,"[10770, 35]",341418,de,Sophie kocht,"Three more years, then she will be 40: Sophie is slowly getting scared. Actually, she should be happy and have everything under control: three growing children, a small catering agency, a large farmhouse and a husband, Hubertus, who is reasonably successful professionally. But somehow life has lost its tension. It will wrinkle like an old apple, worse: like herself.",1.261,/pbLrDEV9d4Pxt0XkxNdAlPr69h8.jpg,2015-05-22,Sophie kocht,False,5.0,2
False,,"[18, 10749, 10770]",891815,ru,Осколки хрустальной туфельки,"In an old coat with a cardboard suitcase, Yulya arrives to conquer the capital. Her Aunt Valya helps her get a job as a live-in nurse for Alla Nikolaevna, a wealthy and capricious old woman who had a stroke. A little time passes, and Alla and her son Pavel grow fond of Yulya. Only Pavel's wife, Lena, does not believe in the ""good angel"". And she seems to be right…",1.833,/9FnH6ro144PyLy7E6jOMXlCTPyP.jpg,2015-03-22,The Shards of the Crystal Slipper,False,5.0,1
False,/1J65FnbZ2pN9cv4BMmzIrNLa66j.jpg,"[10749, 35, 10770]",404197,fr,Au revoir... et à bientôt!,"60-something Henri meets 50-something Lila, and sparks fly - until they both must reconcile their very different lives and backgrounds.",1.833,/gaNOSCUPOGovewchiqeD3yFrH1i.jpg,2015-06-29,Goodbye and See You Soon,False,4.6,5
False,/cjoptOoGMKkSv4F5IO2gn3FnfXA.jpg,"[35, 10770]",315757,fr,Ça va passer... mais quand ?,"Sophie and Patrick are a well-off couple who are offered the prospect of changing their city by Patrick's rise to work. The problems of the transfer are joined by a larger one, their daughter is in the midst of a teenage crisis and turns family life into hell",1.098,/1kiy3ezMaKMCUbsZ36boiiNdeoI.jpg,2014-04-27,Ça va passer... mais quand ?,False,5.0,5
False,/mPS6pli5aaV6XjCwr9BrgxjGyNQ.jpg,"[10770, 35]",378629,de,"Einer für alle, alles im Eimer",,1.228,/c9NH6PEHYHgZuzLM3c9u2WP76xm.jpg,2015-10-15,"Einer für alle, alles im Eimer",False,2.0,1
False,/rhgXVrBpZHpA0hpFEBea4KJGzBU.jpg,"[80, 18, 9648, 10770]",468556,ja,オリエント急行殺人事件,"The Japanese adaption of Agatha Christie's famous whodunit ""Murder on the Orient Express"".",1.437,/oASlNNwh9F7nZHYlUcfKgv7oKwA.jpg,2015-01-11,Murder on the Orient Express,False,6.6,8
False,,"[10749, 18, 10770]",290092,de,Ohne Dich!,"Three loosely connected stories: The relationship between midwife Rosa and therapist Marcel is shaken to the core by a cancer diagnosis. Wandering aimlessly through life, waitress Motte is horrified to discover she’s pregnant – by her best friend Neo, who’s not even sure about his sexual orientation. Finally, cleaning lady Layla refuses to accept that her ex, Navid, has left her for a younger woman. Each situation escalates on one fateful night: A gun is fired, a woman dies, and a child is born. ‘Without you’ – an expression that can be formulated both negatively and positively: ‘I can’t live without you’ also means ‘life is much better with you’. Director Alexandre Powelz maximises this interpretation to its fullest potential. OHNE DICH is a film both about love and its bitter ingredients, and the equally sobering, yet comforting certainty that life goes on.",1.287,/324ZCRanektiF21KJy4KrM1vJ1v.jpg,2014-09-04,Ohne Dich!,False,4.8,3
False,,"[35, 27, 53, 10770]",359252,en,The Chickening,"It’s hard for a boy not to get excited when his dad gets a new job as Senior Chief Night Manager at Charbay’s Chicken World and Restaurant Resort, the world’s largest fast-food entertainment complex in North America. But things quickly get very, very clucked.",0.762,,2015-09-10,The Chickening,False,6.6,15
False,/8Hol32q9kVmVWu0KNpsDHRmcivY.jpg,"[18, 10770]",363499,en,The Unauthorized Melrose Place Story,The true story of the wildly popular television show created by Aaron Spelling and Darren Star during the 1990's.,1.77,/PNih8FDi6ssMkuzIOrprh2bLdW.jpg,2015-10-10,The Unauthorized Melrose Place Story,False,6.7,6
False,/gFxQkKfOSCKng6xtG2t2jr7ziCE.jpg,"[35, 10749, 18, 10770]",594418,fr,Coup de cœur,"Jean-Pierre is a brilliant surgeon. The problems of his nearest and dearest don't interest him. But when he discovers that he too has a serious heart disease which needs operating on, Jean-Pierre finds out what it is to be a patient.",1.533,/2TsH4yAiTvtdPR5ZczUSf2F9xZ8.jpg,2015-04-15,A Change of Heart,False,6.2,3
False,/t7qrYLmGbRQ50U00KUArCm5BWHr.jpg,"[99, 10770]",708001,en,Miracles on the Plains,"On April 23, 2013, the oaks at Toomer's Corner had to be removed. More than two years earlier, those trees at Auburn University's historic landmark had been poisoned, casting a dark shadow over the school. Meanwhile, the Auburn football team went from national champions in 2010 to the bottom of the SEC by 2012. Head coach Gene Chizik was fired and replaced by Gus Malzahn, the offensive coordinator of that national title team. Expectations were bleak entering the 2013 season, as Malzahn inherited a team coming off its worst season in 60 years. What followed was one of the biggest single-season turnarounds in college football history — a year of implausible finishes, cinematic heroics, games for the ages...and, eventually, the symbolic return of those mighty oaks.",1.471,/jfCcbdTmGVpeI2nc4RJSWwP4V0a.jpg,2015-09-08,Miracles on the Plains,False,2.0,1
False,/zbRHcofKZqBCyyncNsJbPXnEvYh.jpg,"[18, 10770]",425959,fr,Envers et contre tous,"Audrey is an unemployed single mother who lives with her 16-year-old son, Enzo. All is going well for Enzo, a bright kid who loves sports, until he takes a medical drug and is suddenly faced with a critical illness. Even though Audrey has never been a fighter, she discovers a new strength and embarks on a quest to uncover the truth about what happened with the help of pro-bono lawyer Master Tcheuffa.",1.03,/lIWQB6sapRsxYKfoLEPdMhMda73.jpg,2015-09-11,Me Against The World,False,7.3,3
False,/y1wd7YlAmYVnS45x2kK9ryydixM.jpg,"[99, 10770]",334534,en,Louis Theroux: Transgender Kids,Louis Theroux travels to San Francisco where a group of pioneering medical professionals help children who say they were born in the wrong body transition from boy to girl or girl to boy at ever younger ages.,1.16,/b0OAQjg3BAdXU0SSrSKz2qUkQKK.jpg,2015-04-05,Louis Theroux: Transgender Kids,False,6.5,24
False,/f0zRW58heufyxqC30OS39mK7AVp.jpg,"[35, 18, 10749, 10770]",357230,ja,結婚に一番近くて遠い女,"Beppu Sumire is a wedding planner who works for True Love Bridal (TLB), a well-established wedding hall. Her late mother, Sakura, showered love on her and would always tell her that she is lovely. After she passed away, Sumire lived with her father, Tetsuro. Sumire gave up on her own romance long ago because of her disappointing looks. But she works hard with a smile even when she gets scolded by her stern superior, Umemiya Hitomi, her impertinent junior, Sudo Yuri, pins trouble on her, and her relationship with her father is not working out, in order to bring smiles to many people’s faces.",1.73,/g64IfZB5CzsN9pl3tKg7nHpTjte.jpg,2015-04-06,結婚に一番近くて遠い女,False,7.0,1
